State,Date,Time,City,Vehicle_Type,Junction_Type,Peak_Hour,Weather_Condition,Lane_Count,Accident_Reported,Traffic_Light_Status,Day_Type,Congestion_Level,Vehicle_Count,Avg_Speed_km_h,Traffic_Situation,Road_Type
Haryana,13-01-2025,14.00,Gurugram,Two-Wheeler,Roundabout,No,Sunny,6,Yes,Amber,Weekday,Medium,214,53,Congested,Urban Road
Haryana,13-01-2025,14.15,Kurukshetra,Bus,Roundabout,No,Cloudy,3,Yes,Red,Weekday,High,435,59,Congested,Highway
Haryana,13-01-2025,14.30,Yamunanagar,Two-Wheeler,Roundabout,No,Cloudy,6,Yes,Red,Weekday,Low,168,41,Congested,Highway
Haryana,13-01-2025,14.45,Panipat,Two-Wheeler,Roundabout,No,Cloudy,2,Yes,Amber,Weekday,Severe,359,48,Accident,Highway
Haryana,13-01-2025,15.00,Sonipat,Car,T-Junction,No,Rain,3,No,Amber,Weekday,Medium,434,66,Normal,Highway
Haryana,13-01-2025,15.15,Ambala,Truck,Roundabout,No,Cloudy,6,No,Green,Weekday,Severe,565,41,Accident,Urban Road
Haryana,13-01-2025,15.30,Gurugram,Two-Wheeler,Roundabout,No,Fog,4,Yes,Green,Weekday,Low,552,56,Accident,Highway
Haryana,13-01-2025,15.45,Gurugram,Auto,T-Junction,No,Sunny,6,No,Red,Weekday,Medium,75,37,Congested,Urban Road
Haryana,13-01-2025,16.00,Gurugram,Auto,Roundabout,No,Sunny,4,Yes,Green,Weekday,High,471,52,Congested,Urban Road
Haryana,13-01-2025,16.15,Sonipat,Two-Wheeler,T-Junction,No,Fog,2,No,Red,Weekday,Low,200,70,Normal,Rural Road
Haryana,13-01-2025,16.30,Faridabad,Two-Wheeler,Roundabout,No,Sunny,5,Yes,Red,Weekday,High,599,46,Accident,Highway
Haryana,13-01-2025,16.45,Gurugram,Truck,Crossroad,No,Cloudy,3,Yes,Amber,Weekday,Low,385,39,Congested,Urban Road
Haryana,13-01-2025,17.00,Sonipat,Auto,T-Junction,Yes,Rain,2,Yes,Amber,Weekday,Medium,131,38,Accident,Urban Road
Haryana,13-01-2025,17.15,Ambala,Truck,Crossroad,Yes,Clear,4,Yes,Green,Weekday,Medium,123,62,Normal,Highway
Haryana,13-01-2025,17.30,Rohtak,Two-Wheeler,Roundabout,Yes,Clear,3,No,Amber,Weekday,High,341,25,Accident,Highway
Haryana,13-01-2025,17.45,Faridabad,Car,Crossroad,Yes,Clear,3,Yes,Green,Weekday,High,424,55,Normal,Highway
Haryana,13-01-2025,18.00,Yamunanagar,Truck,T-Junction,Yes,Rain,2,No,Red,Weekday,Medium,222,53,Accident,Highway
Haryana,13-01-2025,18.15,Kurukshetra,Truck,T-Junction,Yes,Rain,4,No,Red,Weekday,Low,366,35,Normal,Urban Road
Haryana,13-01-2025,18.30,Sonipat,Truck,T-Junction,Yes,Cloudy,4,No,Green,Weekday,Low,157,38,Accident,Urban Road
Haryana,13-01-2025,18.45,Gurugram,Auto,T-Junction,Yes,Sunny,5,No,Green,Weekday,Medium,483,33,Congested,Urban Road
Haryana,13-01-2025,19.00,Yamunanagar,Bus,Roundabout,No,Clear,5,Yes,Green,Weekday,Low,323,45,Accident,Highway
Haryana,13-01-2025,19.15,Kurukshetra,Auto,Roundabout,No,Sunny,6,Yes,Amber,Weekday,Low,150,35,Normal,Rural Road
Haryana,13-01-2025,19.30,Faridabad,Truck,Crossroad,No,Clear,6,Yes,Red,Weekday,High,119,37,Normal,Rural Road
Haryana,13-01-2025,19.45,Panipat,Auto,Roundabout,No,Sunny,2,No,Amber,Weekday,High,330,38,Normal,Urban Road
Haryana,13-01-2025,20.00,Gurugram,Auto,Crossroad,No,Clear,2,No,Green,Weekday,Severe,595,27,Congested,Rural Road
Haryana,13-01-2025,20.15,Yamunanagar,Two-Wheeler,Crossroad,No,Cloudy,4,No,Amber,Weekday,Severe,596,67,Normal,Rural Road
Haryana,13-01-2025,20.30,Yamunanagar,Car,Crossroad,No,Sunny,3,Yes,Green,Weekday,Medium,423,59,Accident,Rural Road
Haryana,13-01-2025,20.45,Kurukshetra,Car,T-Junction,No,Rain,5,Yes,Red,Weekday,Low,598,43,Accident,Highway
Haryana,13-01-2025,21.00,Ambala,Truck,Crossroad,No,Cloudy,4,No,Red,Weekday,Medium,583,54,Normal,Highway
Haryana,13-01-2025,21.15,Karnal,Two-Wheeler,T-Junction,No,Rain,4,Yes,Amber,Weekday,Medium,165,51,Congested,Rural Road
Haryana,13-01-2025,21.30,Sonipat,Car,T-Junction,No,Sunny,5,No,Green,Weekday,Severe,518,47,Congested,Urban Road
Haryana,13-01-2025,21.45,Yamunanagar,Truck,T-Junction,No,Cloudy,6,No,Amber,Weekday,Low,132,23,Normal,Urban Road
Haryana,13-01-2025,22.00,Gurugram,Bus,T-Junction,No,Fog,2,Yes,Green,Weekday,High,237,30,Normal,Rural Road
Haryana,13-01-2025,22.15,Rohtak,Bus,Crossroad,No,Rain,3,No,Green,Weekday,Severe,108,67,Accident,Urban Road
Haryana,13-01-2025,22.30,Gurugram,Car,Crossroad,No,Clear,3,Yes,Red,Weekday,Low,112,25,Congested,Rural Road
Haryana,13-01-2025,22.45,Gurugram,Bus,Crossroad,No,Cloudy,3,Yes,Green,Weekday,Medium,462,57,Congested,Rural Road
Haryana,13-01-2025,23.00,Hisar,Two-Wheeler,Roundabout,No,Clear,2,No,Red,Weekday,Severe,322,47,Normal,Highway
Haryana,13-01-2025,23.15,Panipat,Truck,T-Junction,No,Clear,3,No,Amber,Weekday,Low,427,53,Normal,Urban Road
Haryana,13-01-2025,23.30,Panipat,Bus,Crossroad,No,Rain,5,Yes,Amber,Weekday,Severe,64,37,Accident,Urban Road
Haryana,13-01-2025,23.45,Rohtak,Car,Roundabout,No,Cloudy,3,No,Green,Weekday,Medium,586,59,Normal,Urban Road
Haryana,14-01-2025,0.00,Karnal,Bus,Roundabout,No,Sunny,3,No,Amber,Weekday,Low,465,41,Congested,Rural Road
Haryana,14-01-2025,0.15,Sonipat,Bus,T-Junction,No,Fog,6,No,Amber,Weekday,Low,331,28,Normal,Urban Road
Haryana,14-01-2025,0.30,Gurugram,Two-Wheeler,T-Junction,No,Clear,2,No,Green,Weekday,Severe,95,32,Normal,Urban Road
Haryana,14-01-2025,0.45,Ambala,Auto,Roundabout,No,Fog,6,No,Red,Weekday,High,243,27,Congested,Rural Road
Haryana,14-01-2025,1.00,Gurugram,Two-Wheeler,Roundabout,No,Cloudy,5,No,Red,Weekday,Severe,100,64,Normal,Highway
Haryana,14-01-2025,1.15,Faridabad,Truck,Crossroad,No,Cloudy,2,No,Green,Weekday,Severe,466,62,Congested,Urban Road
Haryana,14-01-2025,1.30,Sonipat,Car,Roundabout,No,Sunny,6,No,Green,Weekday,High,137,23,Congested,Rural Road
Haryana,14-01-2025,1.45,Ambala,Car,T-Junction,No,Sunny,3,Yes,Red,Weekday,High,324,63,Normal,Rural Road
Haryana,14-01-2025,2.00,Kurukshetra,Auto,Roundabout,No,Rain,2,Yes,Green,Weekday,Low,501,47,Accident,Urban Road
Haryana,14-01-2025,2.15,Gurugram,Auto,Crossroad,No,Sunny,3,No,Red,Weekday,Medium,138,61,Normal,Urban Road
Haryana,14-01-2025,2.30,Sonipat,Car,Roundabout,No,Clear,4,No,Red,Weekday,Medium,577,62,Normal,Highway
Haryana,14-01-2025,2.45,Panipat,Truck,Roundabout,No,Cloudy,5,Yes,Green,Weekday,Low,133,27,Accident,Urban Road
Haryana,14-01-2025,3.00,Hisar,Bus,Crossroad,No,Sunny,4,No,Green,Weekday,High,82,51,Normal,Urban Road
Haryana,14-01-2025,3.15,Rohtak,Truck,T-Junction,No,Sunny,4,Yes,Amber,Weekday,Medium,94,47,Normal,Urban Road
Haryana,14-01-2025,3.30,Kurukshetra,Two-Wheeler,Roundabout,No,Cloudy,5,No,Green,Weekday,High,350,33,Normal,Highway
Haryana,14-01-2025,3.45,Gurugram,Truck,Roundabout,No,Clear,4,Yes,Green,Weekday,Severe,314,69,Accident,Rural Road
Haryana,14-01-2025,4.00,Faridabad,Two-Wheeler,Roundabout,No,Clear,3,Yes,Red,Weekday,Medium,462,61,Normal,Rural Road
Haryana,14-01-2025,4.15,Rohtak,Two-Wheeler,Roundabout,No,Clear,2,Yes,Red,Weekday,Low,392,36,Accident,Highway
Haryana,14-01-2025,4.30,Kurukshetra,Bus,Crossroad,No,Fog,6,No,Red,Weekday,Medium,369,63,Accident,Rural Road
Haryana,14-01-2025,4.45,Ambala,Truck,T-Junction,No,Cloudy,6,No,Green,Weekday,Severe,89,42,Accident,Rural Road
Haryana,14-01-2025,5.00,Ambala,Truck,Crossroad,No,Rain,5,Yes,Green,Weekday,High,101,52,Accident,Rural Road
Haryana,14-01-2025,5.15,Ambala,Truck,Crossroad,No,Clear,4,No,Red,Weekday,Low,343,67,Congested,Highway
Haryana,14-01-2025,5.30,Ambala,Truck,Crossroad,No,Clear,5,Yes,Green,Weekday,Severe,255,32,Congested,Highway
Haryana,14-01-2025,5.45,Hisar,Truck,T-Junction,No,Clear,6,Yes,Amber,Weekday,Severe,434,70,Congested,Highway
Haryana,14-01-2025,6.00,Karnal,Truck,T-Junction,No,Fog,4,Yes,Green,Weekday,Low,172,45,Congested,Rural Road
Haryana,14-01-2025,6.15,Yamunanagar,Bus,Roundabout,No,Sunny,6,Yes,Green,Weekday,Low,441,58,Accident,Urban Road
Haryana,14-01-2025,6.30,Faridabad,Truck,Crossroad,No,Sunny,2,No,Amber,Weekday,Medium,298,31,Accident,Urban Road
Haryana,14-01-2025,6.45,Hisar,Auto,Roundabout,No,Fog,2,Yes,Green,Weekday,Medium,362,31,Congested,Highway
Haryana,14-01-2025,7.00,Gurugram,Bus,Roundabout,No,Sunny,5,No,Green,Weekday,Severe,100,20,Accident,Urban Road
Haryana,14-01-2025,7.15,Panipat,Bus,Crossroad,No,Rain,3,No,Red,Weekday,Medium,239,44,Normal,Urban Road
Haryana,14-01-2025,7.30,Karnal,Auto,Roundabout,No,Fog,4,No,Green,Weekday,Severe,220,44,Normal,Highway
Haryana,14-01-2025,7.45,Yamunanagar,Bus,Roundabout,No,Sunny,4,No,Red,Weekday,High,587,28,Congested,Urban Road
Haryana,14-01-2025,8.00,Kurukshetra,Car,T-Junction,Yes,Clear,5,Yes,Green,Weekday,Low,194,21,Normal,Rural Road
Haryana,14-01-2025,8.15,Sonipat,Two-Wheeler,T-Junction,Yes,Fog,4,No,Amber,Weekday,Severe,102,34,Normal,Rural Road
Haryana,14-01-2025,8.30,Panipat,Two-Wheeler,Crossroad,Yes,Sunny,5,Yes,Green,Weekday,Medium,590,53,Congested,Rural Road
Haryana,14-01-2025,8.45,Ambala,Auto,T-Junction,Yes,Fog,5,Yes,Green,Weekday,Medium,478,43,Congested,Highway
Haryana,14-01-2025,9.00,Gurugram,Two-Wheeler,T-Junction,Yes,Cloudy,5,Yes,Amber,Weekday,Severe,288,42,Congested,Highway
Haryana,14-01-2025,9.15,Rohtak,Truck,Roundabout,Yes,Sunny,6,Yes,Red,Weekday,Medium,425,34,Normal,Rural Road
Haryana,14-01-2025,9.30,Faridabad,Truck,T-Junction,Yes,Rain,6,Yes,Red,Weekday,Low,106,22,Normal,Highway
Haryana,14-01-2025,9.45,Ambala,Truck,T-Junction,Yes,Sunny,6,No,Red,Weekday,Severe,413,31,Normal,Highway
Haryana,14-01-2025,10.00,Panipat,Truck,Crossroad,No,Sunny,2,No,Green,Weekday,High,247,69,Accident,Highway
Haryana,14-01-2025,10.15,Panipat,Bus,Roundabout,No,Sunny,4,No,Red,Weekday,Medium,497,41,Accident,Highway
Haryana,14-01-2025,10.30,Gurugram,Bus,T-Junction,No,Rain,4,No,Amber,Weekday,Low,302,41,Normal,Urban Road
Haryana,14-01-2025,10.45,Ambala,Two-Wheeler,Crossroad,No,Rain,4,No,Amber,Weekday,Medium,535,65,Normal,Highway
Haryana,14-01-2025,11.00,Panipat,Two-Wheeler,Crossroad,No,Clear,6,No,Amber,Weekday,High,148,43,Normal,Highway
Haryana,14-01-2025,11.15,Panipat,Two-Wheeler,Crossroad,No,Rain,6,No,Red,Weekday,Low,262,46,Accident,Rural Road
Haryana,14-01-2025,11.30,Rohtak,Auto,Crossroad,No,Cloudy,2,Yes,Green,Weekday,Medium,232,24,Accident,Rural Road
Haryana,14-01-2025,11.45,Kurukshetra,Bus,Crossroad,No,Rain,4,Yes,Red,Weekday,Severe,502,36,Congested,Highway
Haryana,14-01-2025,12.00,Yamunanagar,Two-Wheeler,Crossroad,No,Clear,5,No,Red,Weekday,Low,526,61,Normal,Rural Road
Haryana,14-01-2025,12.15,Sonipat,Two-Wheeler,Crossroad,No,Sunny,4,No,Red,Weekday,High,150,66,Accident,Urban Road
Haryana,14-01-2025,12.30,Karnal,Bus,Roundabout,No,Sunny,5,Yes,Red,Weekday,Medium,393,26,Accident,Urban Road
Haryana,14-01-2025,12.45,Gurugram,Car,T-Junction,No,Fog,5,Yes,Amber,Weekday,Medium,224,39,Normal,Rural Road
Haryana,14-01-2025,13.00,Hisar,Truck,Crossroad,No,Fog,3,No,Amber,Weekday,High,292,28,Accident,Highway
Haryana,14-01-2025,13.15,Yamunanagar,Truck,T-Junction,No,Rain,6,Yes,Red,Weekday,High,284,32,Congested,Rural Road
Haryana,14-01-2025,13.30,Kurukshetra,Two-Wheeler,Crossroad,No,Cloudy,4,Yes,Amber,Weekday,High,81,32,Congested,Urban Road
Haryana,14-01-2025,13.45,Gurugram,Car,Crossroad,No,Fog,5,No,Red,Weekday,High,591,28,Accident,Rural Road
Haryana,14-01-2025,14.00,Yamunanagar,Bus,Roundabout,No,Fog,2,No,Amber,Weekday,High,424,67,Congested,Rural Road
Haryana,14-01-2025,14.15,Karnal,Bus,Roundabout,No,Rain,6,No,Green,Weekday,Low,333,50,Congested,Urban Road
Haryana,14-01-2025,14.30,Kurukshetra,Truck,Crossroad,No,Cloudy,4,No,Amber,Weekday,Low,437,66,Normal,Rural Road
Haryana,14-01-2025,14.45,Faridabad,Truck,T-Junction,No,Cloudy,2,Yes,Red,Weekday,High,364,30,Congested,Highway
Haryana,14-01-2025,15.00,Rohtak,Car,T-Junction,No,Rain,2,No,Red,Weekday,Severe,57,42,Congested,Urban Road
Haryana,14-01-2025,15.15,Karnal,Auto,T-Junction,No,Sunny,6,Yes,Red,Weekday,Medium,135,21,Accident,Highway
Haryana,14-01-2025,15.30,Panipat,Bus,T-Junction,No,Clear,3,Yes,Red,Weekday,Severe,557,70,Congested,Rural Road
Haryana,14-01-2025,15.45,Gurugram,Bus,Crossroad,No,Cloudy,5,Yes,Red,Weekday,Severe,96,56,Normal,Highway
Haryana,14-01-2025,16.00,Sonipat,Bus,Roundabout,No,Clear,6,No,Green,Weekday,Severe,572,54,Normal,Rural Road
Haryana,14-01-2025,16.15,Rohtak,Auto,Roundabout,No,Clear,5,No,Amber,Weekday,Medium,511,22,Accident,Urban Road
Haryana,14-01-2025,16.30,Ambala,Two-Wheeler,Roundabout,No,Fog,2,No,Red,Weekday,Low,94,54,Accident,Urban Road
Haryana,14-01-2025,16.45,Yamunanagar,Two-Wheeler,Crossroad,No,Sunny,5,No,Amber,Weekday,Medium,520,35,Congested,Rural Road
Haryana,14-01-2025,17.00,Sonipat,Auto,T-Junction,Yes,Sunny,4,No,Amber,Weekday,Medium,332,64,Accident,Urban Road
Haryana,14-01-2025,17.15,Panipat,Truck,Crossroad,Yes,Clear,4,No,Red,Weekday,High,256,58,Normal,Rural Road
Haryana,14-01-2025,17.30,Yamunanagar,Car,T-Junction,Yes,Clear,6,Yes,Green,Weekday,High,156,65,Congested,Highway
Haryana,14-01-2025,17.45,Hisar,Auto,Roundabout,Yes,Rain,5,No,Red,Weekday,Low,533,28,Accident,Highway
Haryana,14-01-2025,18.00,Faridabad,Bus,T-Junction,Yes,Clear,2,Yes,Amber,Weekday,Medium,230,50,Normal,Rural Road
Haryana,14-01-2025,18.15,Rohtak,Truck,Roundabout,Yes,Rain,3,Yes,Amber,Weekday,Medium,130,69,Congested,Rural Road
Haryana,14-01-2025,18.30,Faridabad,Auto,T-Junction,Yes,Clear,3,Yes,Amber,Weekday,Medium,101,61,Congested,Urban Road
Haryana,14-01-2025,18.45,Yamunanagar,Car,T-Junction,Yes,Sunny,4,Yes,Green,Weekday,Medium,107,30,Accident,Rural Road
Haryana,14-01-2025,19.00,Sonipat,Car,T-Junction,No,Clear,4,No,Green,Weekday,Low,50,46,Normal,Urban Road
Haryana,14-01-2025,19.15,Kurukshetra,Car,Roundabout,No,Rain,5,Yes,Red,Weekday,High,104,54,Congested,Highway
Haryana,14-01-2025,19.30,Karnal,Bus,Roundabout,No,Clear,2,Yes,Amber,Weekday,Severe,132,40,Congested,Rural Road
Haryana,14-01-2025,19.45,Panipat,Auto,Roundabout,No,Rain,2,Yes,Green,Weekday,High,216,29,Accident,Urban Road
Haryana,14-01-2025,20.00,Panipat,Auto,Crossroad,No,Cloudy,6,Yes,Amber,Weekday,High,456,49,Normal,Rural Road
Haryana,14-01-2025,20.15,Rohtak,Bus,T-Junction,No,Sunny,4,No,Red,Weekday,Low,254,62,Normal,Urban Road
Haryana,14-01-2025,20.30,Rohtak,Truck,Crossroad,No,Fog,4,Yes,Red,Weekday,Severe,577,58,Normal,Urban Road
Haryana,14-01-2025,20.45,Yamunanagar,Two-Wheeler,T-Junction,No,Clear,6,Yes,Red,Weekday,Severe,363,56,Congested,Rural Road
Haryana,14-01-2025,21.00,Sonipat,Car,Crossroad,No,Fog,6,No,Red,Weekday,Low,75,58,Accident,Urban Road
Haryana,14-01-2025,21.15,Hisar,Auto,T-Junction,No,Sunny,4,Yes,Amber,Weekday,High,390,70,Congested,Rural Road
Haryana,14-01-2025,21.30,Sonipat,Truck,T-Junction,No,Rain,4,Yes,Red,Weekday,Severe,474,36,Accident,Rural Road
Haryana,14-01-2025,21.45,Panipat,Bus,Crossroad,No,Sunny,6,Yes,Red,Weekday,Low,569,46,Accident,Rural Road
Haryana,14-01-2025,22.00,Gurugram,Auto,Crossroad,No,Fog,5,Yes,Red,Weekday,Low,285,69,Accident,Rural Road
Haryana,14-01-2025,22.15,Sonipat,Two-Wheeler,Roundabout,No,Sunny,4,No,Red,Weekday,Low,306,68,Accident,Urban Road
Haryana,14-01-2025,22.30,Kurukshetra,Bus,Roundabout,No,Rain,4,Yes,Red,Weekday,Low,426,61,Congested,Rural Road
Haryana,14-01-2025,22.45,Yamunanagar,Bus,T-Junction,No,Cloudy,4,Yes,Red,Weekday,Low,98,42,Congested,Highway
Haryana,14-01-2025,23.00,Yamunanagar,Auto,Crossroad,No,Rain,3,Yes,Green,Weekday,Severe,477,25,Accident,Rural Road
Haryana,14-01-2025,23.15,Gurugram,Car,Crossroad,No,Fog,2,Yes,Green,Weekday,Medium,525,26,Accident,Urban Road
Haryana,14-01-2025,23.30,Sonipat,Two-Wheeler,Roundabout,No,Rain,3,No,Red,Weekday,Low,215,67,Congested,Highway
Haryana,14-01-2025,23.45,Sonipat,Truck,T-Junction,No,Sunny,5,Yes,Green,Weekday,Low,55,45,Congested,Highway
Haryana,15-01-2025,0.00,Karnal,Two-Wheeler,Crossroad,No,Cloudy,4,No,Amber,Weekday,Low,243,34,Accident,Urban Road
Haryana,15-01-2025,0.15,Hisar,Car,Crossroad,No,Sunny,3,Yes,Red,Weekday,High,174,47,Accident,Urban Road
Haryana,15-01-2025,0.30,Hisar,Truck,T-Junction,No,Fog,2,Yes,Red,Weekday,Medium,312,28,Congested,Urban Road
Haryana,15-01-2025,0.45,Ambala,Auto,Crossroad,No,Fog,4,No,Green,Weekday,Medium,500,63,Accident,Urban Road
Haryana,15-01-2025,1.00,Rohtak,Car,Crossroad,No,Cloudy,5,Yes,Amber,Weekday,Severe,271,51,Congested,Highway
Haryana,15-01-2025,1.15,Faridabad,Two-Wheeler,T-Junction,No,Fog,5,No,Amber,Weekday,Low,198,26,Congested,Rural Road
Haryana,15-01-2025,1.30,Ambala,Truck,Crossroad,No,Cloudy,5,No,Amber,Weekday,High,178,48,Congested,Rural Road
Haryana,15-01-2025,1.45,Yamunanagar,Two-Wheeler,Crossroad,No,Rain,2,Yes,Red,Weekday,Low,551,22,Normal,Rural Road
Haryana,15-01-2025,2.00,Panipat,Car,T-Junction,No,Rain,5,Yes,Green,Weekday,Medium,98,61,Normal,Highway
Haryana,15-01-2025,2.15,Ambala,Bus,T-Junction,No,Clear,2,No,Green,Weekday,High,242,68,Normal,Urban Road
Haryana,15-01-2025,2.30,Faridabad,Bus,Crossroad,No,Clear,5,Yes,Green,Weekday,Low,313,26,Accident,Urban Road
Haryana,15-01-2025,2.45,Sonipat,Truck,T-Junction,No,Rain,6,Yes,Red,Weekday,Medium,478,52,Normal,Highway
Haryana,15-01-2025,3.00,Rohtak,Two-Wheeler,Roundabout,No,Rain,4,No,Amber,Weekday,Severe,528,31,Accident,Urban Road
Haryana,15-01-2025,3.15,Rohtak,Truck,Roundabout,No,Fog,2,No,Red,Weekday,Severe,368,44,Normal,Urban Road
Haryana,15-01-2025,3.30,Faridabad,Bus,Roundabout,No,Rain,4,No,Red,Weekday,Severe,368,64,Congested,Urban Road
Haryana,15-01-2025,3.45,Rohtak,Bus,Crossroad,No,Fog,6,Yes,Red,Weekday,High,190,62,Accident,Rural Road
Haryana,15-01-2025,4.00,Panipat,Car,Roundabout,No,Sunny,6,No,Green,Weekday,Low,224,48,Accident,Highway
Haryana,15-01-2025,4.15,Karnal,Truck,Roundabout,No,Fog,2,No,Amber,Weekday,High,257,40,Accident,Urban Road
Haryana,15-01-2025,4.30,Yamunanagar,Auto,Crossroad,No,Fog,4,Yes,Green,Weekday,High,66,54,Normal,Rural Road
Haryana,15-01-2025,4.45,Yamunanagar,Bus,T-Junction,No,Rain,2,No,Red,Weekday,Medium,500,26,Accident,Rural Road
Haryana,15-01-2025,5.00,Hisar,Bus,Crossroad,No,Rain,5,Yes,Green,Weekday,Low,478,34,Normal,Rural Road
Haryana,15-01-2025,5.15,Rohtak,Auto,T-Junction,No,Clear,2,No,Green,Weekday,Low,369,57,Normal,Rural Road
Haryana,15-01-2025,5.30,Sonipat,Bus,Roundabout,No,Rain,6,Yes,Amber,Weekday,Medium,444,29,Normal,Rural Road
Haryana,15-01-2025,5.45,Karnal,Auto,Crossroad,No,Sunny,4,Yes,Red,Weekday,Low,597,42,Congested,Rural Road
Haryana,15-01-2025,6.00,Sonipat,Two-Wheeler,Crossroad,No,Rain,4,Yes,Red,Weekday,Severe,152,38,Accident,Urban Road
Haryana,15-01-2025,6.15,Faridabad,Car,Roundabout,No,Sunny,5,No,Amber,Weekday,Medium,567,59,Congested,Highway
Haryana,15-01-2025,6.30,Kurukshetra,Car,T-Junction,No,Sunny,2,Yes,Green,Weekday,Severe,498,34,Accident,Urban Road
Haryana,15-01-2025,6.45,Karnal,Car,Crossroad,No,Rain,3,No,Red,Weekday,Low,143,30,Accident,Rural Road
Haryana,15-01-2025,7.00,Panipat,Auto,T-Junction,No,Cloudy,3,Yes,Green,Weekday,Low,302,48,Congested,Highway
Haryana,15-01-2025,7.15,Sonipat,Bus,T-Junction,No,Fog,4,No,Red,Weekday,High,476,60,Congested,Urban Road
Haryana,15-01-2025,7.30,Karnal,Auto,T-Junction,No,Cloudy,3,Yes,Green,Weekday,High,88,60,Normal,Highway
Haryana,15-01-2025,7.45,Ambala,Car,Roundabout,No,Cloudy,2,No,Amber,Weekday,Low,55,27,Normal,Urban Road
Haryana,15-01-2025,8.00,Gurugram,Two-Wheeler,T-Junction,Yes,Fog,5,No,Amber,Weekday,Low,497,28,Congested,Rural Road
Haryana,15-01-2025,8.15,Faridabad,Truck,T-Junction,Yes,Fog,4,No,Red,Weekday,Medium,244,61,Congested,Rural Road
Haryana,15-01-2025,8.30,Hisar,Truck,Roundabout,Yes,Clear,5,No,Green,Weekday,High,225,28,Congested,Highway
Haryana,15-01-2025,8.45,Sonipat,Two-Wheeler,Crossroad,Yes,Rain,6,No,Green,Weekday,Severe,504,53,Congested,Highway
Haryana,15-01-2025,9.00,Gurugram,Car,Roundabout,Yes,Rain,4,No,Red,Weekday,Medium,333,51,Congested,Rural Road
Haryana,15-01-2025,9.15,Sonipat,Bus,Crossroad,Yes,Fog,5,Yes,Green,Weekday,Low,66,47,Normal,Urban Road
Haryana,15-01-2025,9.30,Kurukshetra,Two-Wheeler,Roundabout,Yes,Clear,5,No,Amber,Weekday,Severe,516,54,Normal,Rural Road
Haryana,15-01-2025,9.45,Faridabad,Bus,Crossroad,Yes,Sunny,3,Yes,Amber,Weekday,Severe,517,31,Accident,Highway
Haryana,15-01-2025,10.00,Rohtak,Truck,T-Junction,No,Sunny,2,No,Red,Weekday,Low,229,62,Accident,Highway
Haryana,15-01-2025,10.15,Ambala,Car,T-Junction,No,Fog,3,No,Amber,Weekday,High,227,58,Normal,Highway
Haryana,15-01-2025,10.30,Kurukshetra,Car,Roundabout,No,Fog,3,No,Green,Weekday,Low,401,47,Accident,Urban Road
Haryana,15-01-2025,10.45,Karnal,Car,Roundabout,No,Cloudy,2,No,Red,Weekday,Low,486,68,Accident,Urban Road
Haryana,15-01-2025,11.00,Kurukshetra,Truck,T-Junction,No,Clear,4,Yes,Green,Weekday,Medium,129,70,Congested,Urban Road
Haryana,15-01-2025,11.15,Panipat,Car,Roundabout,No,Sunny,4,No,Red,Weekday,High,497,41,Normal,Rural Road
Haryana,15-01-2025,11.30,Yamunanagar,Car,Roundabout,No,Fog,4,Yes,Amber,Weekday,Severe,146,66,Congested,Rural Road
Haryana,15-01-2025,11.45,Yamunanagar,Truck,T-Junction,No,Cloudy,4,Yes,Green,Weekday,Severe,225,62,Congested,Urban Road
Haryana,15-01-2025,12.00,Gurugram,Truck,Roundabout,No,Fog,2,Yes,Amber,Weekday,Medium,123,60,Congested,Highway
Haryana,15-01-2025,12.15,Faridabad,Car,Roundabout,No,Cloudy,6,No,Red,Weekday,High,599,46,Normal,Urban Road
Haryana,15-01-2025,12.30,Sonipat,Truck,Roundabout,No,Clear,3,Yes,Amber,Weekday,High,224,54,Accident,Highway
Haryana,15-01-2025,12.45,Rohtak,Auto,Crossroad,No,Rain,3,Yes,Amber,Weekday,High,134,23,Accident,Rural Road
Haryana,15-01-2025,13.00,Gurugram,Car,Crossroad,No,Rain,4,No,Amber,Weekday,Severe,413,64,Normal,Urban Road
Haryana,15-01-2025,13.15,Kurukshetra,Bus,Roundabout,No,Fog,2,No,Red,Weekday,Severe,521,44,Normal,Urban Road
Haryana,15-01-2025,13.30,Gurugram,Auto,Crossroad,No,Rain,2,Yes,Amber,Weekday,Low,311,51,Accident,Urban Road
Haryana,15-01-2025,13.45,Gurugram,Car,T-Junction,No,Cloudy,2,Yes,Amber,Weekday,Low,486,22,Congested,Rural Road
Haryana,15-01-2025,14.00,Panipat,Two-Wheeler,Crossroad,No,Fog,3,No,Amber,Weekday,Severe,377,66,Normal,Rural Road
Haryana,15-01-2025,14.15,Ambala,Bus,Roundabout,No,Rain,4,No,Red,Weekday,Low,85,49,Congested,Rural Road
Haryana,15-01-2025,14.30,Panipat,Auto,Roundabout,No,Clear,3,No,Amber,Weekday,High,298,45,Normal,Rural Road
Haryana,15-01-2025,14.45,Gurugram,Auto,Roundabout,No,Clear,5,No,Red,Weekday,Low,314,36,Congested,Rural Road
Haryana,15-01-2025,15.00,Panipat,Bus,Crossroad,No,Fog,3,Yes,Green,Weekday,High,533,57,Accident,Urban Road
Haryana,15-01-2025,15.15,Gurugram,Two-Wheeler,T-Junction,No,Clear,2,Yes,Red,Weekday,Medium,100,40,Congested,Highway
Haryana,15-01-2025,15.30,Panipat,Car,T-Junction,No,Cloudy,3,Yes,Green,Weekday,High,568,23,Congested,Urban Road
